id,marca,categoria,nombre,descripcion,foto,precio_costo_usd,precio_costo_ars,precio_minorista,precio_mayorista,stock,en_stock,created_at,updated_at,tipo_seccion,es_caja
32,Casio,Metal Caballero,MTP-1335D-1A2,"Reloj clásico de caballero con
caja de 38 mm, brazalete
metálico, con ventana de día y
fecha.",/relojes/casio-metal-cab/p11_i029.jpg,0.00,0.00,0.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
33,Casio,Metal Caballero,MTP-1335D-3A2,"Reloj clásico de caballero con
caja de 38 mm, brazalete
metálico, con ventana de día y
fecha.",/relojes/casio-metal-cab/p11_i030.jpg,0.00,0.00,90000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
34,Casio,Metal Caballero,MTP-V004D-7B,"Reloj clásico con caja de 41 mm,
brazalete metálico y esfera blanca con
números arábigos y ventana de fecha.",/relojes/casio-metal-cab/p12_i032.jpg,24.00,36000.00,90000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
35,Casio,Metal Caballero,MTP-V004D-1B,"Reloj clásico con caja de 41 mm,
brazalete metálico y esfera negra con
números arábigos y ventana de fecha.",/relojes/casio-metal-cab/p12_i033.jpg,24.00,36000.00,90000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
36,Casio,Metal Caballero,MTP-V004G-9B,"Reloj clásico con caja de 41 mm,
brazalete metálico y esfera blanca con
números arábigos y ventana de fecha.",/relojes/casio-metal-cab/p12_i034.jpg,30.00,45000.00,80000.00,55.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
37,Casio,Metal Caballero,MTP-1381D-1A,"Reloj clásico, con caja dorada de 41 mm,
brazalete metálico bicolor y esfera negra
con ventana de día y fecha.",/relojes/casio-metal-cab/p13_i035.jpg,0.00,0.00,100000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
38,Casio,Metal Caballero,MTP-1381D-7A,"Reloj clásico, con caja de 41 mm, brazalete
metálico y esfera azul con ventana de día y
fecha.",/relojes/casio-metal-cab/p13_i036.jpg,42.00,63000.00,100000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
39,Casio,Metal Caballero,MTP-1381D-2A,"Reloj clásico, con caja de 41 mm,
brazalete metálico y esfera blanca con
ventana de día y fecha.",/relojes/casio-metal-cab/p13_i037.jpg,42.00,63000.00,115000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
40,Casio,Metal Caballero,MTP-1381G-1A,"Reloj clásico, con caja de 41 mm,
brazalete metálico y esfera negra con
ventana de día y fecha.",/relojes/casio-metal-cab/p13_i038.jpg,45.00,67500.00,100000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
41,Casio,Metal Caballero,MTP-B145D-3A,"Reloj analógico, con caja y correa de acero
inoxidable de color dorado, con calendario
y resistente al agua.",/relojes/casio-metal-cab/p14_i039.jpg,0.00,0.00,0.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
42,Casio,Metal Caballero,MTP-B145D-7B,"Reloj analógico con caja y correa de acero
inoxidable color plateado, con calendario y
resistente al agua.",/relojes/casio-metal-cab/p14_i040.jpg,45.00,67500.00,130000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
43,Casio,Metal Caballero,MTP-B145D-2A2,"Reloj analógico con caja y correa de acero
inoxidable color plateado, con calendario
y resistente al agua.",/relojes/casio-metal-cab/p14_i041.jpg,0.00,0.00,130000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
44,Casio,Metal Caballero,MTP-B145G-9A,"Reloj analógico con caja y correa de acero
inoxidable color plateado, con calendario
y resistente al agua.",/relojes/casio-metal-cab/p14_i042.jpg,52.00,78000.00,115000.00,82.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
45,Casio,Metal Caballero,MTP-B146D-2AV,"Reloj analógico de diseño clásico y
minimalista, con correa y caja de acero
inoxidable.",/relojes/casio-metal-cab/p15_i043.jpg,0.00,0.00,130000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
46,Casio,Metal Caballero,MTP-B146D-1AV,"Reloj analógico de diseño clásico y
minimalista, con correa y caja de acero
inoxidable.",/relojes/casio-metal-cab/p15_i044.jpg,0.00,0.00,130000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
47,Casio,Metal Caballero,MTP-V002D-7B,"Reloj clásico, con caja de 38 mm,
brazalete metálico y esfera blanca con
números arábigos y ventana de fecha.",/relojes/casio-metal-cab/p16_i045.jpg,23.00,34500.00,0.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
48,Casio,Metal Caballero,MTP-1239D-1A,"Reloj clásico, con caja de 38 mm,
brazalete metálico y esfera negra con
números arábigos y ventana de fecha.",/relojes/casio-metal-cab/p16_i046.jpg,30.00,45000.00,75000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
49,Casio,Metal Caballero,MTP-VD03D-3A2,"Reloj clásico, con caja de 41 mm,
brazalete metálico y esfera verde con
ventana de fecha.",/relojes/casio-metal-cab/p16_i047.jpg,29.00,43500.00,80000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
50,Casio,Metal Caballero,MTP-V004D-2B,"Reloj analógico, con caja y correa de
acero inoxidable de color plateado, con
calendario y resistente a salpicaduras.",/relojes/casio-metal-cab/p17_i048.jpg,24.00,36000.00,85000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
51,Casio,Metal Caballero,MTP-V004D-7B2,"Reloj analógico con caja y correa de
acero inoxidable color plateado, con
calendario y resistente a salpicaduras.",/relojes/casio-metal-cab/p17_i049.jpg,0.00,0.00,85000.00,0.00,0,true,2026-05-17 21:17:44.847354+00,2026-05-17 21:17:44.847354+00,pedido,false
52,Casio,Metal Caballero,MTP-V004D-1B2,"Reloj analógico con caja y correa de
acero inoxidable color plateado, con
calendario y resistente a salpicaduras.",/relojes/casio-metal-cab/p17_i050.jpg,0.00,0.00,90000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
53,Casio,Metal Caballero,MTP-V004G-1B,"Reloj analógico con caja y correa de
acero inoxidable color dorado, con
calendario y resistente a salpicaduras.",/relojes/casio-metal-cab/p17_i051.jpg,34.00,51000.00,90000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
54,Casio,Metal Caballero,MTP-V005D-7B,"Reloj analógico con caja y correa de
acero inoxidable, con números
romanos que le dan un acabado
sofisticado, resistencia al agua, ideal
para el uso diario.",/relojes/casio-metal-cab/p18_i052.jpg,0.00,0.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
55,Casio,Metal Caballero,MTP-V005D-1B5,"Reloj analógico con caja y correa de
acero inoxidable, con números
romanos que le dan un acabado
sofisticado, resistencia al agua, ideal
para el uso diario.",/relojes/casio-metal-cab/p18_i053.jpg,20.00,30000.00,75000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
56,Casio,Metal Caballero,MTP-V005D-2B5,"Reloj analógico con caja y correa de
acero inoxidable, con números
romanos que le dan un acabado
sofisticado, resistencia al agua, ideal
para el uso diario.",/relojes/casio-metal-cab/p18_i054.jpg,0.00,0.00,72000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
57,Casio,Metal Caballero,MTP-V004D-2B,"Reloj analógico de diseño elegante,
con correa de acero inoxidable color
negro, numeración romana y
resistente al agua.",/relojes/casio-metal-cab/p19_i056.jpg,0.00,0.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
58,Casio,Metal Caballero,MTP-V004D-1B2,"Reloj analógico de diseño elegante,
con correa de acero inoxidable color
negro, numeración romana y
resistente al agua.",/relojes/casio-metal-cab/p19_i057.jpg,0.00,0.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
59,Casio,Metal Caballero,MTP-VT01B-2B,"Reloj analógico de diseño elegante, con
correa de acero inoxidable color negro,
numeración romana y resistente al agua.",/relojes/casio-metal-cab/p19_i058.jpg,0.00,0.00,90000.00,60.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
60,Casio,Metal Caballero,MTP-VD03B-1B,"Reloj analógico con diseño clásico y elegante, ideal
para el uso diario.",/relojes/casio-metal-cab/p20_i060.jpg,0.00,0.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
61,Casio,Metal Caballero,MTP-VD03B-3A,"Reloj analógico con diseño clásico y elegante, ideal
para el uso diario.",/relojes/casio-metal-cab/p20_i061.jpg,36.00,54000.00,95000.00,67.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
62,Casio,Metal Caballero,MTP-VD03B-2A,"Reloj analógico con diseño clásico y elegante, ideal
para el uso diario.",/relojes/casio-metal-cab/p20_i062.jpg,0.00,0.00,95000.00,67.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
63,Casio,Metal Caballero,MTP-VD03G-2A,"Reloj analógico con diseño clásico y elegante, ideal
para el uso diario.",/relojes/casio-metal-cab/p20_i063.jpg,36.00,54000.00,95000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
64,Casio,Metal Caballero,MTP-VT04D-7E,"Reloj analógico de diseño
minimalista y clásico, con caja y
correa de acero inoxidable,
resistente al agua.",/relojes/casio-metal-cab/p21_i064.jpg,28.00,42000.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
65,Casio,Metal Caballero,MTP-VT01D-1E,"Reloj analógico de diseño
minimalista y clásico, con caja y
correa de acero inoxidable,
resistente al agua.",/relojes/casio-metal-cab/p21_i065.jpg,28.00,42000.00,80000.00,57.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
66,Casio,Metal Caballero,MTP-VT04D-8E,"Reloj analógico de diseño
minimalista y clásico, con caja y
correa de acero inoxidable,
resistente al agua.",/relojes/casio-metal-cab/p21_i066.jpg,28.00,42000.00,70000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
67,Casio,Metal Caballero,MTP-1314D-7A,"Reloj analógico de diseño clásico y
elegante, con caja y correa de acero
inoxidable y revestimiento iónico.",/relojes/casio-metal-cab/p22_i068.jpg,31.00,46500.00,90000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
68,Casio,Metal Caballero,MTP-1314D-1A,"Reloj analógico de diseño clásico y
elegante, con caja y correa de acero
inoxidable y revestimiento iónico.",/relojes/casio-metal-cab/p22_i069.jpg,31.00,46500.00,90000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
69,Casio,Metal Caballero,MTP-1314SG-1A,"Reloj analógico de diseño clásico y elegante, con caja y correa de acero
inoxidable en tonos plateado y dorado, con revestimiento iónico.",/relojes/casio-metal-cab/p22_i070.jpg,0.00,0.00,105000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
70,Casio,Metal Caballero,MTP-1308D-1A,,/relojes/casio-metal-cab/p23_i071.jpg,30.00,45000.00,87000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
71,Casio,Metal Caballero,MTP-1308D-2A,,/relojes/casio-metal-cab/p23_i072.jpg,30.00,45000.00,87000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
72,Casio,Metal Caballero,MTP-V006D-1B2,,/relojes/casio-metal-cab/p24_i073.jpg,24.00,36000.00,75000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
73,Casio,Metal Caballero,MTP-V006D-2B2,,/relojes/casio-metal-cab/p24_i074.jpg,0.00,0.00,75000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
74,Casio,Metal Caballero,MTP-V006D-7B,,/relojes/casio-metal-cab/p25_i075.jpg,0.00,0.00,75000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
75,Casio,Metal Caballero,MTP-V006D-1B,,/relojes/casio-metal-cab/p25_i076.jpg,0.00,0.00,75000.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
76,Casio,Metal Caballero,MTP-VD01G-1B,"Reloj analógico con diseño elegante y casual,
movimiento de cuarzo japonés.",/relojes/casio-metal-cab/p26_i077.jpg,34.00,51000.00,85000.00,60.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
77,Casio,Metal Caballero,MTP-VD01G-1C,"Reloj analógico con diseño elegante y casual,
movimiento de cuarzo japonés.",/relojes/casio-metal-cab/p26_i078.jpg,34.00,51000.00,85000.00,60.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
78,Casio,Metal Caballero,MTP-VD01G-9E,"Reloj analógico con diseño elegante y casual,
movimiento de cuarzo japonés.",/relojes/casio-metal-cab/p26_i079.jpg,34.00,51000.00,85000.00,60.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
79,Casio,Metal Caballero,MTP-VD01SG-1B,"Reloj analógico con diseño elegante y casual,
movimiento de cuarzo japonés.",/relojes/casio-metal-cab/p26_i080.jpg,33.00,49500.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
80,Casio,Metal Caballero,MTP-E340D-7A,"Reloj analógico de diseño sofisticado, con
caja y correa de acero inoxidable.",/relojes/casio-metal-cab/p27_i081.jpg,55.00,82500.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
81,Casio,Metal Caballero,MTP-E340D-1A,"Reloj analógico de diseño sofisticado, con
caja y correa de acero inoxidable.",/relojes/casio-metal-cab/p27_i082.jpg,55.00,82500.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
82,Casio,Metal Caballero,MTP-E340D-2A,"Reloj analógico de diseño sofisticado, con
caja y correa de acero inoxidable.",/relojes/casio-metal-cab/p27_i083.jpg,55.00,82500.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
83,Casio,Metal Caballero,MTP-VD300D-7E,"Reloj analógico, caja y correa de acero
inoxidable con cristal mineral, indicadores
de fecha, día de la semana y formato de 24
horas a través de tres subdiales, resistente
al agua.",/relojes/casio-metal-cab/p28_i084.jpg,43.00,64500.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
84,Casio,Metal Caballero,MTP-VD300D-2E,"Reloj analógico, caja y correa de acero
inoxidable con cristal mineral, indicadores
de fecha, día de la semana y formato de 24
horas a través de tres subdiales, resistente
al agua.",/relojes/casio-metal-cab/p28_i085.jpg,43.00,64500.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
85,Casio,Metal Caballero,MTP-VD300G-1E,"Reloj analógico, caja y correa de acero inoxidable
con cristal mineral, indicadores de fecha, día de la
semana y formato de 24 horas a través de tres
subdiales, resistente al agua.",/relojes/casio-metal-cab/p28_i086.jpg,50.00,75000.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
86,Casio,Metal Caballero,MTD-135D-1A,"Reloj analógico de diseño elegante y versátil,
con caja de acero inoxidable y bisel de
aluminio.",/relojes/casio-metal-cab/p29_i087.jpg,0.00,0.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
87,Casio,Metal Caballero,MTD-135D-7A,"Reloj analógico de diseño elegante y versátil,
con caja de acero inoxidable y bisel de
aluminio.",/relojes/casio-metal-cab/p29_i088.jpg,65.00,97500.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
88,Casio,Metal Caballero,MTD-135D-2A,"Reloj analógico de diseño elegante y versátil,
con caja de acero inoxidable y bisel de
aluminio.",/relojes/casio-metal-cab/p29_i089.jpg,65.00,97500.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
89,Casio,Metal Caballero,MTD-135D-3A,"Reloj analógico de diseño elegante y versátil,
con caja de acero inoxidable y bisel de
aluminio.",/relojes/casio-metal-cab/p29_i090.jpg,65.00,97500.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
90,Casio,Metal Caballero,MTP-1374D-1A3,"Reloj analógico de movimiento de cuarzo
japonés, con caja y correa de acero inoxidable
con baño de iones y cristal mineral resistente a
rayaduras.",/relojes/casio-metal-cab/p30_i091.jpg,48.00,72000.00,0.00,0.00,0,true,2026-05-17 21:17:45.223892+00,2026-05-17 21:17:45.223892+00,pedido,false
