marca,categoria,nombre,descripcion,precio_minorista,precio_mayorista,foto,en_stock
Casio,Metal Caballero,MTP-VD01D-1B,"Reloj clásico de caballero con caja de 49 mm, correa de
acero inoxidable con ventana de fecha.",340000,340000,/relojes/casio-metal-cab/p05_i014.jpg,si
Casio,Metal Caballero,MTP-VD01D-1E,"Reloj clásico de caballero con caja de 49 mm, correa de
acero inoxidable con ventana de fecha.",340000,340000,/relojes/casio-metal-cab/p05_i015.jpg,si
Casio,Metal Caballero,MTP-VD01D-7C,"Reloj clásico de caballero con caja de 49 mm, correa de
acero inoxidable con ventana de fecha.",340000,340000,/relojes/casio-metal-cab/p05_i016.jpg,si
Casio,Metal Caballero,MTP-VT01D-7B,"Reloj clásico de caballero con
caja de 40 mm, brazalete de
acero inoxidable y esfera
blanca y negra minimalista.",315000,315000,/relojes/casio-metal-cab/p06_i017.jpg,si
Casio,Metal Caballero,MTP-VT01D-1B,"Reloj clásico de caballero con
caja de 40 mm, brazalete de
acero inoxidable y esfera
blanca y negra minimalista.",315000,315000,/relojes/casio-metal-cab/p06_i018.jpg,si
Casio,Metal Caballero,MTP-VT01G-7B,"Reloj clásico de caballero con caja dorada de 40 mm,
brazalete metálico dorado y esfera minimalista.",350000,350000,/relojes/casio-metal-cab/p07_i019.jpg,si
Casio,Metal Caballero,MTP-VT01G-2B,"Reloj clásico de caballero con caja dorada de 40 mm,
brazalete metálico dorado y esfera minimalista.",350000,350000,/relojes/casio-metal-cab/p07_i020.jpg,si
Casio,Metal Caballero,MTP-VT01G-1B,"Reloj clásico de caballero con caja dorada de 40 mm,
brazalete metálico dorado y esfera minimalista.",350000,350000,/relojes/casio-metal-cab/p07_i021.jpg,si
Casio,Metal Caballero,MTP-V001D-1B,"Reloj clásico de caballero con
caja de 38 mm, brazalete
metálico y con números
arábigos plateados.",245000,245000,/relojes/casio-metal-cab/p08_i022.jpg,si
Casio,Metal Caballero,MTP-V001D-7B,"Reloj clásico de caballero con
caja de 38 mm, brazalete
metálico y con números
arábigos plateados.",245000,245000,/relojes/casio-metal-cab/p08_i023.jpg,si
Casio,Metal Caballero,MTP-1302D-7B,"Reloj clásico de caballero con
caja de 41 mm, brazalete
metálico y esfera blanca con
ventana de fecha.",455000,455000,/relojes/casio-metal-cab/p09_i024.jpg,si
Casio,Metal Caballero,MTP-1302DS-1A,"Reloj clásico de caballero con
caja de 41 mm, brazalete
metálico y esfera negra con
ventana de fecha.",350000,350000,/relojes/casio-metal-cab/p09_i025.jpg,si
Casio,Metal Caballero,MTP-1335D-7A,"Reloj clásico de caballero con caja de 38 mm,
brazalete metálico, con ventana de día y fecha.",350000,350000,/relojes/casio-metal-cab/p10_i026.jpg,si
Casio,Metal Caballero,MTP-1335D-1A,"Reloj clásico de caballero con caja de 38 mm,
brazalete metálico, con ventana de día y fecha.",350000,350000,/relojes/casio-metal-cab/p10_i027.jpg,si
Casio,Metal Caballero,MTP-1335D-2A,"Reloj clásico de caballero con caja de 38 mm,
brazalete metálico, con ventana de día y fecha.",350000,350000,/relojes/casio-metal-cab/p10_i028.jpg,si
Casio,Metal Caballero,MTP-1335D-1A2,"Reloj clásico de caballero con
caja de 38 mm, brazalete
metálico, con ventana de día y
fecha.",350000,350000,/relojes/casio-metal-cab/p11_i029.jpg,si
Casio,Metal Caballero,MTP-1335D-3A2,"Reloj clásico de caballero con
caja de 38 mm, brazalete
metálico, con ventana de día y
fecha.",350000,350000,/relojes/casio-metal-cab/p11_i030.jpg,si
Casio,Metal Caballero,MTP-V004D-7B,"Reloj clásico con caja de 41 mm,
brazalete metálico y esfera blanca con
números arábigos y ventana de fecha.",315000,315000,/relojes/casio-metal-cab/p12_i032.jpg,si
Casio,Metal Caballero,MTP-V004D-1B,"Reloj clásico con caja de 41 mm,
brazalete metálico y esfera negra con
números arábigos y ventana de fecha.",280000,280000,/relojes/casio-metal-cab/p12_i033.jpg,si
Casio,Metal Caballero,MTP-V004G-9B,"Reloj clásico con caja de 41 mm,
brazalete metálico y esfera blanca con
números arábigos y ventana de fecha.",280000,280000,/relojes/casio-metal-cab/p12_i034.jpg,si
Casio,Metal Caballero,MTP-1381D-1A,"Reloj clásico, con caja dorada de 41 mm,
brazalete metálico bicolor y esfera negra
con ventana de día y fecha.",420000,420000,/relojes/casio-metal-cab/p13_i035.jpg,si
Casio,Metal Caballero,MTP-1381D-7A,"Reloj clásico, con caja de 41 mm, brazalete
metálico y esfera azul con ventana de día y
fecha.",420000,420000,/relojes/casio-metal-cab/p13_i036.jpg,si
Casio,Metal Caballero,MTP-1381D-2A,"Reloj clásico, con caja de 41 mm,
brazalete metálico y esfera blanca con
ventana de día y fecha.",420000,420000,/relojes/casio-metal-cab/p13_i037.jpg,si
Casio,Metal Caballero,MTP-1381G-1A,"Reloj clásico, con caja de 41 mm,
brazalete metálico y esfera negra con
ventana de día y fecha.",420000,420000,/relojes/casio-metal-cab/p13_i038.jpg,si
Casio,Metal Caballero,MTP-B145D-3A,"Reloj analógico, con caja y correa de acero
inoxidable de color dorado, con calendario
y resistente al agua.",420000,420000,/relojes/casio-metal-cab/p14_i039.jpg,si
Casio,Metal Caballero,MTP-B145D-7B,"Reloj analógico con caja y correa de acero
inoxidable color plateado, con calendario y
resistente al agua.",450000,450000,/relojes/casio-metal-cab/p14_i040.jpg,si
Casio,Metal Caballero,MTP-B145D-2A2,"Reloj analógico con caja y correa de acero
inoxidable color plateado, con calendario
y resistente al agua.",420000,420000,/relojes/casio-metal-cab/p14_i041.jpg,si
Casio,Metal Caballero,MTP-B145G-9A,"Reloj analógico con caja y correa de acero
inoxidable color plateado, con calendario
y resistente al agua.",455000,455000,/relojes/casio-metal-cab/p14_i042.jpg,si
Casio,Metal Caballero,MTP-B146D-2AV,"Reloj analógico de diseño clásico y
minimalista, con correa y caja de acero
inoxidable.",490000,490000,/relojes/casio-metal-cab/p15_i043.jpg,si
Casio,Metal Caballero,MTP-B146D-1AV,"Reloj analógico de diseño clásico y
minimalista, con correa y caja de acero
inoxidable.",490000,490000,/relojes/casio-metal-cab/p15_i044.jpg,si
Casio,Metal Caballero,MTP-V002D-7B,"Reloj clásico, con caja de 38 mm,
brazalete metálico y esfera blanca con
números arábigos y ventana de fecha.",280000,280000,/relojes/casio-metal-cab/p16_i045.jpg,si
Casio,Metal Caballero,MTP-1239D-1A,"Reloj clásico, con caja de 38 mm,
brazalete metálico y esfera negra con
números arábigos y ventana de fecha.",335000,335000,/relojes/casio-metal-cab/p16_i046.jpg,si
Casio,Metal Caballero,MTP-VD03D-3A2,"Reloj clásico, con caja de 41 mm,
brazalete metálico y esfera verde con
ventana de fecha.",350000,350000,/relojes/casio-metal-cab/p16_i047.jpg,si
Casio,Metal Caballero,MTP-V004D-2B,"Reloj analógico, con caja y correa de
acero inoxidable de color plateado, con
calendario y resistente a salpicaduras.",280000,280000,/relojes/casio-metal-cab/p17_i048.jpg,si
Casio,Metal Caballero,MTP-V004D-7B2,"Reloj analógico con caja y correa de
acero inoxidable color plateado, con
calendario y resistente a salpicaduras.",280000,280000,/relojes/casio-metal-cab/p17_i049.jpg,si
Casio,Metal Caballero,MTP-V004D-1B2,"Reloj analógico con caja y correa de
acero inoxidable color plateado, con
calendario y resistente a salpicaduras.",280000,280000,/relojes/casio-metal-cab/p17_i050.jpg,si
Casio,Metal Caballero,MTP-V004G-1B,"Reloj analógico con caja y correa de
acero inoxidable color dorado, con
calendario y resistente a salpicaduras.",315000,315000,/relojes/casio-metal-cab/p17_i051.jpg,si
Casio,Metal Caballero,MTP-V005D-7B,"Reloj analógico con caja y correa de
acero inoxidable, con números
romanos que le dan un acabado
sofisticado, resistencia al agua, ideal
para el uso diario.",245000,245000,/relojes/casio-metal-cab/p18_i052.jpg,si
Casio,Metal Caballero,MTP-V005D-1B5,"Reloj analógico con caja y correa de
acero inoxidable, con números
romanos que le dan un acabado
sofisticado, resistencia al agua, ideal
para el uso diario.",245000,245000,/relojes/casio-metal-cab/p18_i053.jpg,si
Casio,Metal Caballero,MTP-V005D-2B5,"Reloj analógico con caja y correa de
acero inoxidable, con números
romanos que le dan un acabado
sofisticado, resistencia al agua, ideal
para el uso diario.",245000,245000,/relojes/casio-metal-cab/p18_i054.jpg,si
Casio,Metal Caballero,MTP-V004D-2B,"Reloj analógico de diseño elegante,
con correa de acero inoxidable color
negro, numeración romana y
resistente al agua.",300000,300000,/relojes/casio-metal-cab/p19_i056.jpg,si
Casio,Metal Caballero,MTP-V004D-1B2,"Reloj analógico de diseño elegante,
con correa de acero inoxidable color
negro, numeración romana y
resistente al agua.",300000,300000,/relojes/casio-metal-cab/p19_i057.jpg,si
Casio,Metal Caballero,MTP-VT01B-2B,"Reloj analógico de diseño elegante, con
correa de acero inoxidable color negro,
numeración romana y resistente al agua.",300000,300000,/relojes/casio-metal-cab/p19_i058.jpg,si
Casio,Metal Caballero,MTP-VD03B-1B,"Reloj analógico con diseño clásico y elegante, ideal
para el uso diario.",375000,375000,/relojes/casio-metal-cab/p20_i060.jpg,si
Casio,Metal Caballero,MTP-VD03B-3A,"Reloj analógico con diseño clásico y elegante, ideal
para el uso diario.",375000,375000,/relojes/casio-metal-cab/p20_i061.jpg,si
Casio,Metal Caballero,MTP-VD03B-2A,"Reloj analógico con diseño clásico y elegante, ideal
para el uso diario.",375000,375000,/relojes/casio-metal-cab/p20_i062.jpg,si
Casio,Metal Caballero,MTP-VD03G-2A,"Reloj analógico con diseño clásico y elegante, ideal
para el uso diario.",375000,375000,/relojes/casio-metal-cab/p20_i063.jpg,si
Casio,Metal Caballero,MTP-VT04D-7E,"Reloj analógico de diseño
minimalista y clásico, con caja y
correa de acero inoxidable,
resistente al agua.",315000,315000,/relojes/casio-metal-cab/p21_i064.jpg,si
Casio,Metal Caballero,MTP-VT01D-1E,"Reloj analógico de diseño
minimalista y clásico, con caja y
correa de acero inoxidable,
resistente al agua.",340000,340000,/relojes/casio-metal-cab/p21_i065.jpg,si
Casio,Metal Caballero,MTP-VT04D-8E,"Reloj analógico de diseño
minimalista y clásico, con caja y
correa de acero inoxidable,
resistente al agua.",315000,315000,/relojes/casio-metal-cab/p21_i066.jpg,si
Casio,Metal Caballero,MTP-1314D-7A,"Reloj analógico de diseño clásico y
elegante, con caja y correa de acero
inoxidable y revestimiento iónico.",315000,315000,/relojes/casio-metal-cab/p22_i068.jpg,si
Casio,Metal Caballero,MTP-1314D-1A,"Reloj analógico de diseño clásico y
elegante, con caja y correa de acero
inoxidable y revestimiento iónico.",385000,385000,/relojes/casio-metal-cab/p22_i069.jpg,si
Casio,Metal Caballero,MTP-1314SG-1A,"Reloj analógico de diseño clásico y elegante, con caja y correa de acero
inoxidable en tonos plateado y dorado, con revestimiento iónico.",315000,315000,/relojes/casio-metal-cab/p22_i070.jpg,si
Casio,Metal Caballero,MTP-1308D-1A,,315000,315000,/relojes/casio-metal-cab/p23_i071.jpg,si
Casio,Metal Caballero,MTP-1308D-2A,,325000,325000,/relojes/casio-metal-cab/p23_i072.jpg,si
Casio,Metal Caballero,MTP-V006D-1B2,,280000,280000,/relojes/casio-metal-cab/p24_i073.jpg,si
Casio,Metal Caballero,MTP-V006D-2B2,,280000,280000,/relojes/casio-metal-cab/p24_i074.jpg,si
Casio,Metal Caballero,MTP-V006D-7B,,280000,280000,/relojes/casio-metal-cab/p25_i075.jpg,si
Casio,Metal Caballero,MTP-V006D-1B,,280000,280000,/relojes/casio-metal-cab/p25_i076.jpg,si
Casio,Metal Caballero,MTP-VD01G-1B,"Reloj analógico con diseño elegante y casual,
movimiento de cuarzo japonés.",385000,385000,/relojes/casio-metal-cab/p26_i077.jpg,si
Casio,Metal Caballero,MTP-VD01G-1C,"Reloj analógico con diseño elegante y casual,
movimiento de cuarzo japonés.",385000,385000,/relojes/casio-metal-cab/p26_i078.jpg,si
Casio,Metal Caballero,MTP-VD01G-9E,"Reloj analógico con diseño elegante y casual,
movimiento de cuarzo japonés.",385000,385000,/relojes/casio-metal-cab/p26_i079.jpg,si
Casio,Metal Caballero,MTP-VD01SG-1B,"Reloj analógico con diseño elegante y casual,
movimiento de cuarzo japonés.",385000,385000,/relojes/casio-metal-cab/p26_i080.jpg,si
Casio,Metal Caballero,MTP-E340D-7A,"Reloj analógico de diseño sofisticado, con
caja y correa de acero inoxidable.",525000,525000,/relojes/casio-metal-cab/p27_i081.jpg,si
Casio,Metal Caballero,MTP-E340D-1A,"Reloj analógico de diseño sofisticado, con
caja y correa de acero inoxidable.",525000,525000,/relojes/casio-metal-cab/p27_i082.jpg,si
Casio,Metal Caballero,MTP-E340D-2A,"Reloj analógico de diseño sofisticado, con
caja y correa de acero inoxidable.",525000,525000,/relojes/casio-metal-cab/p27_i083.jpg,si
Casio,Metal Caballero,MTP-VD300D-7E,"Reloj analógico, caja y correa de acero
inoxidable con cristal mineral, indicadores
de fecha, día de la semana y formato de 24
horas a través de tres subdiales, resistente
al agua.",410000,410000,/relojes/casio-metal-cab/p28_i084.jpg,si
Casio,Metal Caballero,MTP-VD300D-2E,"Reloj analógico, caja y correa de acero
inoxidable con cristal mineral, indicadores
de fecha, día de la semana y formato de 24
horas a través de tres subdiales, resistente
al agua.",410000,410000,/relojes/casio-metal-cab/p28_i085.jpg,si
Casio,Metal Caballero,MTP-VD300G-1E,"Reloj analógico, caja y correa de acero inoxidable
con cristal mineral, indicadores de fecha, día de la
semana y formato de 24 horas a través de tres
subdiales, resistente al agua.",410000,410000,/relojes/casio-metal-cab/p28_i086.jpg,si
Casio,Metal Caballero,MTD-135D-1A,"Reloj analógico de diseño elegante y versátil,
con caja de acero inoxidable y bisel de
aluminio.",600000,600000,/relojes/casio-metal-cab/p29_i087.jpg,si
Casio,Metal Caballero,MTD-135D-7A,"Reloj analógico de diseño elegante y versátil,
con caja de acero inoxidable y bisel de
aluminio.",600000,600000,/relojes/casio-metal-cab/p29_i088.jpg,si
Casio,Metal Caballero,MTD-135D-2A,"Reloj analógico de diseño elegante y versátil,
con caja de acero inoxidable y bisel de
aluminio.",600000,600000,/relojes/casio-metal-cab/p29_i089.jpg,si
Casio,Metal Caballero,MTD-135D-3A,"Reloj analógico de diseño elegante y versátil,
con caja de acero inoxidable y bisel de
aluminio.",600000,600000,/relojes/casio-metal-cab/p29_i090.jpg,si
Casio,Metal Caballero,MTP-1374D-1A3,"Reloj analógico de movimiento de cuarzo
japonés, con caja y correa de acero inoxidable
con baño de iones y cristal mineral resistente a
rayaduras.",490000,490000,/relojes/casio-metal-cab/p30_i091.jpg,si
Casio,Metal Caballero,MTP-1374SG-7A,"Reloj analógico de movimiento de cuarzo japonés,
con caja y correa de acero inoxidable con baño de
iones y cristal mineral resistente a rayaduras.",510000,510000,/relojes/casio-metal-cab/p30_i092.jpg,si
Casio,Metal Caballero,MTP-1374D-1A,"Reloj analógico de movimiento de cuarzo
japonés, con caja y correa de acero inoxidable
con baño de iones y cristal mineral resistente a
rayaduras.",490000,490000,/relojes/casio-metal-cab/p30_i093.jpg,si
Casio,Metal Caballero,MTP-1374D-2A3,"Reloj analógico de movimiento de cuarzo
japonés, con caja y correa de acero inoxidable
con baño de iones y cristal mineral resistente a
rayaduras.",490000,490000,/relojes/casio-metal-cab/p30_i094.jpg,si
Casio,Metal Caballero,MTP-1335D-2A,"Reloj analógico y digital de diseño vintage,
con caja de resina cromada y correa de
acero inoxidable.",350000,350000,/relojes/casio-metal-cab/p31_i095.jpg,si
Casio,Metal Caballero,AQ-230A-1D,"Reloj analógico y digital de diseño vintage,
con caja de resina cromada y correa de
acero inoxidable.",350000,350000,/relojes/casio-metal-cab/p31_i096.jpg,si
Casio,Metal Caballero,AQ-230A-9A,"Reloj analógico y digital de diseño
vintage, con caja de resina cromada y
correa de acero inoxidable.",350000,350000,/relojes/casio-metal-cab/p31_i097.jpg,si
Casio,Metal Caballero,AQ-230-2A1,"Reloj analógico y digital de diseño vintage, con
caja de resina cromada y correa de acero
inoxidable.",350000,350000,/relojes/casio-metal-cab/p31_i098.jpg,si
Casio,Metal Caballero,AQ-230A-7A,"Reloj analógico y digital de diseño vintage, con caja de
resina cromada y correa de acero inoxidable.",350000,350000,/relojes/casio-metal-cab/p31_i095.jpg,si
Casio,Metal Caballero,AQ-230-2A2,"Reloj analógico y digital de diseño vintage,
con caja de resina cromada y correa de
acero inoxidable.",350000,350000,/relojes/casio-metal-cab/p31_i095.jpg,si
Casio,Metal Caballero,AQ-230GA-9B,"Reloj retro de caballero con caja
rectangular dorada de 27 mm, brazalete
metálico dorado y doble visualización
analógica-digital.",420000,420000,/relojes/casio-metal-cab/p32_i099.jpg,si
Casio,Metal Caballero,AQ-230GA-9A,"Reloj retro de caballero con caja
rectangular dorada de 27 mm, brazalete
metálico dorado y doble visualización
analógica-digital.",420000,420000,/relojes/casio-metal-cab/p32_i100.jpg,si
Casio,Metal Caballero,AMW-870DA-2A2,"Reloj de caballero analógico-
digital con caja de 44 mm,
brazalete metálico y esfera
azul degradada.",560000,560000,/relojes/casio-metal-cab/p36_i107.jpg,si
Casio,Metal Caballero,MTP-E515D-1A,"Reloj de caballero con caja de
41 mm, brazalete metálico y
esfera negra con cronógrafo y
ventana de fecha.",630000,630000,/relojes/casio-metal-cab/p37_i109.jpg,si
Casio,Metal Dama,LTP-VT01D-1B,"Reloj de dama analógico con
caja de acero inoxidable de
34 mm, brazalete metálico
plateado y esfera fina.",315000,315000,/relojes/casio-metal-dama/p01_i000.jpg,si
Casio,Metal Dama,LTP-VT01D-4B,"Reloj de dama analógico con
caja de acero inoxidable de
34 mm, brazalete metálico
plateado y esfera fina.",315000,315000,/relojes/casio-metal-dama/p01_i001.jpg,si
Casio,Metal Dama,LTP-V002D-1A,"Reloj de dama analógico con
caja y brazalete de acero
inoxidable de 28 mm,
calendario de fecha y
resistencia al agua para uso
diario.",280000,280000,/relojes/casio-metal-dama/p02_i002.jpg,si
Casio,Metal Dama,LTP-V002D-7B3,"Reloj de dama analógico con
caja y brazalete de acero
inoxidable de 28 mm,
calendario de fecha y
resistencia al agua para uso
diario.",280000,280000,/relojes/casio-metal-dama/p02_i003.jpg,si
Casio,Metal Dama,LTP-V005D-1B,"El Casio LTP-V005D-1B es un
reloj femenino de cuarzo con caja
y brazalete de acero inoxidable,
esfera negra con marcadores
plateados y fecha, cristal mineral,
tres agujas, elegante, ligero y
resistente al agua para uso diario.",340000,340000,/relojes/casio-metal-dama/p03_i004.jpg,si
Casio,Metal Dama,LTP-V005D-4B,"El Casio LTP-V005D-4B es un
reloj femenino de cuarzo con caja
y brazalete de acero inoxidable,
esfera rosada con marcadores
plateados y fecha, cristal mineral,
tres agujas, elegante, ligero y
resistente al agua para uso diario.",340000,340000,/relojes/casio-metal-dama/p03_i005.jpg,si
Casio,Metal Dama,LTP-V005D-1B,"El Casio LTP-V005D-1B es un
reloj femenino de cuarzo con caja
y brazalete de acero inoxidable,
esfera negra con marcadores
plateados y fecha, cristal mineral,
tres agujas, elegante, ligero y
resistente al agua para uso diario.",340000,340000,/relojes/casio-metal-dama/p03_i006.jpg,si
Casio,Metal Dama,LTP-V005D-4B,"El Casio LTP-V005D-1B es un
reloj femenino de cuarzo con caja
y brazalete de acero inoxidable,
esfera negra con marcadores
plateados y fecha, cristal mineral,
tres agujas, elegante, ligero y
resistente al agua para uso diario.",340000,340000,/relojes/casio-metal-dama/p03_i004.jpg,si
Casio,Metal Dama,LTP-V009D-1E,,340000,340000,/relojes/casio-metal-dama/p04_i007.jpg,si
Casio,Metal Dama,LTP-V009D-7E,,340000,340000,/relojes/casio-metal-dama/p04_i008.jpg,si
Casio,Metal Dama,LTP-V009D-4E,,340000,340000,/relojes/casio-metal-dama/p04_i009.jpg,si
Casio,Metal Dama,MDV-10D-1A1,"El Casio MDV-10D-1A1 es un reloj
femenino de cuarzo con caja y
brazalete de acero inoxidable,
esfera negra con marcadores
plateados y fecha, cristal mineral,
bisel fijo, tres agujas, elegante,
resistente y preparado para uso
diario.",455000,455000,/relojes/casio-metal-dama/p05_i010.jpg,si
Casio,Metal Dama,MDV-10D-2A1,"El Casio MDV-10D-2A1 es un reloj
femenino de cuarzo con caja y
brazalete de acero inoxidable,
esfera azul con marcadores
plateados y fecha, cristal mineral,
bisel fijo, tres agujas, elegante,
resistente y preparado para uso
diario.",455000,455000,/relojes/casio-metal-dama/p05_i011.jpg,si
Casio,Metal Dama,MDV-10D-1A1,"El Casio MDV-10D-1A1 es un reloj
femenino de cuarzo con caja y
brazalete de acero inoxidable,
esfera negra con marcadores
plateados y fecha, cristal mineral,
bisel fijo, tres agujas, elegante,
resistente y preparado para uso
diario.",455000,455000,/relojes/casio-metal-dama/p05_i010.jpg,si
Casio,Metal Dama,MDV-10D-2A1,"El Casio MDV-10D-1A1 es un reloj
femenino de cuarzo con caja y
brazalete de acero inoxidable,
esfera negra con marcadores
plateados y fecha, cristal mineral,
bisel fijo, tres agujas, elegante,
resistente y preparado para uso
diario.",455000,455000,/relojes/casio-metal-dama/p05_i010.jpg,si
Casio,Metal Dama,LTP-1335D-7A,"El Casio LTP-1335D-7A es un
reloj femenino de cuarzo con caja
y brazalete de acero inoxidable,
esfera blanca con marcadores
plateados y ventana de fecha,
cristal mineral, tres agujas, diseño
elegante y resistente al agua para
uso diario.",375000,375000,/relojes/casio-metal-dama/p06_i012.jpg,si
Casio,Metal Dama,LTP-1335D-4AV,"El Casio LTP-1335D-4AV es un
reloj femenino de cuarzo con caja
y brazalete de acero inoxidable,
esfera rosada con marcadores
plateados y ventana de fecha,
cristal mineral, tres agujas,
elegante, ligero y resistente al
agua para uso diario.",375000,375000,/relojes/casio-metal-dama/p06_i013.jpg,si
Casio,Metal Dama,LTP-1335D-7A,"El Casio LTP-1335D-7A es un
reloj femenino de cuarzo con caja
y brazalete de acero inoxidable,
esfera blanca con marcadores
plateados y ventana de fecha,
cristal mineral, tres agujas, diseño
elegante y resistente al agua para
uso diario.",375000,375000,/relojes/casio-metal-dama/p06_i014.jpg,si
Casio,Metal Dama,LTP-1335D-4AV,"El Casio LTP-1335D-7A es un
reloj femenino de cuarzo con caja
y brazalete de acero inoxidable,
esfera blanca con marcadores
plateados y ventana de fecha,
cristal mineral, tres agujas, diseño
elegante y resistente al agua para
uso diario.",375000,375000,/relojes/casio-metal-dama/p06_i012.jpg,si
Casio,Metal Dama,LTP-V002D-2B,"El Casio LTP-V002D-2B es un
reloj femenino de cuarzo con caja
y brazalete de acero inoxidable,
esfera azul con números grandes
y ventana de fecha, cristal
mineral, tres agujas, elegante,
ligero y resistente al agua para
uso diario.",280000,280000,/relojes/casio-metal-dama/p07_i015.jpg,si
Casio,Metal Dama,LTP-V002D-1B,"El Casio LTP-V002D-1B es un
reloj femenino de cuarzo con caja
y brazalete de acero inoxidable,
esfera negra con números
grandes y ventana de fecha,
cristal mineral, tres agujas,
elegante, ligero y resistente al
agua para uso diario.",280000,280000,/relojes/casio-metal-dama/p07_i016.jpg,si
Casio,Metal Dama,LTP-V002D-2B,"El Casio LTP-V002D-2B es un
reloj femenino de cuarzo con caja
y brazalete de acero inoxidable,
esfera azul con números grandes
y ventana de fecha, cristal
mineral, tres agujas, elegante,
ligero y resistente al agua para
uso diario.",280000,280000,/relojes/casio-metal-dama/p07_i017.jpg,si
Casio,Metal Dama,LTP-V002D-1B,"El Casio LTP-V002D-2B es un
reloj femenino de cuarzo con caja
y brazalete de acero inoxidable,
esfera azul con números grandes
y ventana de fecha, cristal
mineral, tres agujas, elegante,
ligero y resistente al agua para
uso diario.",280000,280000,/relojes/casio-metal-dama/p07_i015.jpg,si
Casio,Metal Dama,LTP-V006D-4B,,315000,315000,/relojes/casio-metal-dama/p08_i018.jpg,si
Casio,Metal Dama,LTP-V006D-2B,,315000,315000,/relojes/casio-metal-dama/p08_i019.jpg,si
Casio,Metal Dama,LTP-V006D-7B,,315000,315000,/relojes/casio-metal-dama/p08_i020.jpg,si
Casio,Metal Dama,LTP-V006D-1B,,315000,315000,/relojes/casio-metal-dama/p08_i021.jpg,si
Casio,Metal Dama,LTP-1314D-5A,,315000,315000,/relojes/casio-metal-dama/p09_i022.jpg,si
Casio,Metal Dama,LTP-1314SG-1A,,385000,385000,/relojes/casio-metal-dama/p09_i023.jpg,si
Casio,Metal Dama,LTP-V300D-7A,,385000,385000,/relojes/casio-metal-dama/p10_i024.jpg,si
Casio,Metal Dama,LTP-2085D-7A,,385000,385000,/relojes/casio-metal-dama/p10_i025.jpg,si
Casio,Metal Dama,LTP-V300D-7A,,385000,385000,/relojes/casio-metal-dama/p10_i026.jpg,si
Casio,Metal Dama,LTP-V300D-1A2,,410000,410000,/relojes/casio-metal-dama/p10_i027.jpg,si
